_id,_path,_createTime,_updateTime,term,definition
DOljKEoAfnc7Mr5WYUMC,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DOljKEoAfnc7Mr5WYUMC,2025-08-31T21:15:48.033502Z,2025-08-31T21:15:48.033502Z,Air Carrier,An enterprise that offers transportation service via air
DPwPSUkbzOr2o5pnriTZ,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DPwPSUkbzOr2o5pnriTZ,2025-08-31T22:58:41.953559Z,2025-08-31T22:58:41.953559Z,Spar Torpedo,A weapon consisting of a bomb placed at the end of a long spar and attached to a boat.
DPwkR24iuK6ZUPn4OD4j,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DPwkR24iuK6ZUPn4OD4j,2025-08-31T21:37:35.781154Z,2025-08-31T21:37:35.781154Z,MIDP,Abbreviation for: Motor Industry Development Programme.
DQT04dkLyEpoOQzznBaC,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DQT04dkLyEpoOQzznBaC,2025-08-31T21:35:45.424164Z,2025-08-31T21:35:45.424164Z,Leverage Products,"In general, these are the products that can be obtained from various suppliers at standard quality grades. They represent a relatively large share of the end product’s cost price and are bought at large volumes."
DQv2BPaswMKxivaHWvuN,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DQv2BPaswMKxivaHWvuN,2025-08-31T21:24:43.559928Z,2025-08-31T21:24:43.559928Z,Decentralised Purchasing,It refers to purchasing by many agencies within an organisation rather than one central agency looking after all purchasing.
DS0KdDCtfkD5aXKkFGrV,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DS0KdDCtfkD5aXKkFGrV,2025-08-31T21:26:57.367650Z,2025-08-31T21:26:57.367650Z,DoD,Abbreviation for: Department of Defence (USA).
DSaE2j67vmzIYWsumUB2,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DSaE2j67vmzIYWsumUB2,2025-08-31T21:41:22.121376Z,2025-08-31T21:41:22.121376Z,Post Deduct,Syn.: Back flush.
DSpr8qZ3LxLEzNlcV79X,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DSpr8qZ3LxLEzNlcV79X,2025-08-31T21:35:58.498654Z,2025-08-31T21:35:58.498654Z,LIS,Abbreviation for: Logistics and Inventory System.
DSwrJGIvQQnccS2NkZZc,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DSwrJGIvQQnccS2NkZZc,2025-08-31T21:42:52.668601Z,2025-08-31T21:42:52.668601Z,Quick Response,"Systems that attempt to provide quick turnaround and reduced lead time based on the location and level of inventory, and linked communications systems that quickly translate and evaluate changes in customer requirements based on usage and POS data."
DTyYFsd5z6p1ynWvDvXz,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DTyYFsd5z6p1ynWvDvXz,2025-08-31T21:20:52.971586Z,2025-08-31T21:20:52.971586Z,CDR,Abbreviation for: Cost Detail Report.
DUAXtI3FLzeokvidF3HE,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DUAXtI3FLzeokvidF3HE,2025-08-31T23:01:09.589266Z,2025-08-31T23:01:09.589266Z,Top Level (item),An end item not used as a component or child of other items.
DUXf8UFYv3A3GSZxtPaJ,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DUXf8UFYv3A3GSZxtPaJ,2025-08-31T21:37:59.136616Z,2025-08-31T21:37:59.136616Z,MPW,Abbreviation for: Mobile Powered Workstation.
DW8KzxwPB4A3n2VXshve,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DW8KzxwPB4A3n2VXshve,2025-08-31T21:43:00.151877Z,2025-08-31T21:43:00.151877Z,Ramp-to-Door,A movement where the load initiates at an origin rail ramp and terminates at a consignee’s door.
DWczHKNIAhMSuaslLPrd,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DWczHKNIAhMSuaslLPrd,2025-08-31T21:29:36.743440Z,2025-08-31T21:29:36.743440Z,Fetch,1. The distance across water which wind or waves have traveled. 2. To reach a mark without tacking.
DXAUrw762JDIfJf8adx1,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DXAUrw762JDIfJf8adx1,2025-08-31T21:30:18.832717Z,2025-08-31T21:30:18.832717Z,Fore and Aft,The direction on a vessel parallel to the centre line.
DXOvELyMI3cqpkI5G5C6,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DXOvELyMI3cqpkI5G5C6,2025-08-31T22:41:43.023278Z,2025-08-31T22:41:43.023278Z,Shelter Deck,"An upper deck having no overhead protection from the weather itself, but sheltering the deck below it."
DXrmoSsWUR1D1kNKLMJ3,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DXrmoSsWUR1D1kNKLMJ3,2025-08-31T21:41:32.942795Z,2025-08-31T21:41:32.942795Z,Presourcing,The process of preapproving suppliers for specific commodities or parts.
DY2IwiCcYxAAfQxZt7Gb,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DY2IwiCcYxAAfQxZt7Gb,2025-08-31T22:42:09.107578Z,2025-08-31T22:42:09.107578Z,Six Sigma Methodology,"According to Motorola, this refers to “a business improvement methodology that focuses an organization on understanding and managing customer requirements, aligning key business processes to achieve those requirements, utilizing rigorous data analysis to understand and ultimately minimize variation in those processes, and driving rapid and sustainable improvement to business processes.”"
DYAyu5KUIvzCUJFQ4MXq,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DYAyu5KUIvzCUJFQ4MXq,2025-08-31T21:37:34.631602Z,2025-08-31T21:37:34.631602Z,Microeconomic Research,Research which focuses on assessing strengths and weaknesses of individual suppliers and products.
DYfgss8zQuFyGzYUgjvU,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DYfgss8zQuFyGzYUgjvU,2025-08-31T21:28:05.651592Z,2025-08-31T21:28:05.651592Z,ECOWAS,Abbreviation for: Economic Community of West African States.
DYiktQ1iZYRD1SmYekTa,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DYiktQ1iZYRD1SmYekTa,2025-08-31T22:41:05.054408Z,2025-08-31T22:41:05.054408Z,SATCOM,Abbreviation for: Satellite Communications.
DYr1nyW72OhjUyWLy7iR,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DYr1nyW72OhjUyWLy7iR,2025-08-31T21:20:53.999832Z,2025-08-31T21:20:53.999832Z,CE,Abbreviation for: Consumption Entry. The process of declaring the importation of foreign–made goods for use in the United States. Also see: Concurrent Engineering on page 119
DaNmcwmT34rmOUtJ6j1g,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DaNmcwmT34rmOUtJ6j1g,2025-08-31T21:23:51.507044Z,2025-08-31T21:23:51.507044Z,Customer Signature/ Authorisation to Order Receipt,"Average lead-time from when a customer authorises an order to the time that order is received, and order entry can commence."
Dcd6B9kWPP8xVuUXwiCj,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/Dcd6B9kWPP8xVuUXwiCj,2025-08-31T21:40:50.626897Z,2025-08-31T21:40:50.626897Z,Physical Segregation of Inventory,Storage of customer product in a physically separate area away from other owners’ product.
DdFametV0s1Si4pOEsmQ,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DdFametV0s1Si4pOEsmQ,2025-08-31T21:17:34.076250Z,2025-08-31T21:17:34.076250Z,"Auction, Forward",An e-auction used by suppliers to enforce bidding among a number of prospective buyers based on a starting price that is increased during the auction.
DdH14ZUoCCRhooKn8QAU,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DdH14ZUoCCRhooKn8QAU,2025-08-31T21:27:32.230457Z,2025-08-31T21:27:32.230457Z,DSCS,Abbreviation for: Digital Satellite Compression Service.
DdHQW4KRLTWhmtk6EnyQ,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DdHQW4KRLTWhmtk6EnyQ,2025-08-31T21:24:32.032248Z,2025-08-31T21:24:32.032248Z,Day Beacon,An unlighted fixed structure which is equipped with a dayboard for daytime identification.
De3fPGn1nB28rlMhNsxH,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/De3fPGn1nB28rlMhNsxH,2025-08-31T21:39:23.587787Z,2025-08-31T21:39:23.587787Z,OLE,"Overall Labour Effectiveness. In terms of measuring labour productivity, the OLE measures availability, performance, and quality indicators linked to the proportion of time employees are producing saleable product. A term associated with Lean Manufacturing principles and Total Productive Maintenance (TPM) - also called Total Process Management and Total Productive Manufacturing."
Df0soRde6MOZ2ceNV8ng,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/Df0soRde6MOZ2ceNV8ng,2025-08-31T21:28:57.870243Z,2025-08-31T21:28:57.870243Z,Exempt Carrier,Company which transports commodities exempted from Interstate Commerce Commission (ICC) economic regulation.
DfRcG7dyKbTurbstHhpX,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DfRcG7dyKbTurbstHhpX,2025-08-31T21:17:22.563639Z,2025-08-31T21:17:22.563639Z,ASTD,Abbreviation for: American Society for Training and Development.
DffYmXNsunWKCbglip2r,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DffYmXNsunWKCbglip2r,2025-08-31T21:37:21.755679Z,2025-08-31T21:37:21.755679Z,Measurement Cargo,Freight on which transportation charges are calculated on the basis of volume measurement.
DgPgC9jdjeYziVt7Eijs,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DgPgC9jdjeYziVt7Eijs,2025-08-31T21:31:22.474268Z,2025-08-31T21:31:22.474268Z,GDP,Abbreviation for: Gross Domestic Product.
DgjMpiUvUGGZv0XgPKxf,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DgjMpiUvUGGZv0XgPKxf,2025-08-31T22:41:02.867116Z,2025-08-31T22:41:02.867116Z,Sampson Post,A strong vertical post used to support a ship’s windlass and the heel of a ship’s bowsprit.
DhVntcq1KWaV13elYsoH,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DhVntcq1KWaV13elYsoH,2025-08-31T21:28:01.450438Z,2025-08-31T21:28:01.450438Z,E-Commerce Enabling,Enhancing an existing website to allow secured buying.
Dhkbj0GTORuMk08dll0U,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/Dhkbj0GTORuMk08dll0U,2025-08-31T21:17:53.351259Z,2025-08-31T21:17:53.351259Z,ACQUISITION DEBT,Debts incurred in financing the purchase of equity in an entity.
DiHZWVDV3oGxnuMR8utF,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DiHZWVDV3oGxnuMR8utF,2025-08-31T21:37:42.449252Z,2025-08-31T21:37:42.449252Z,MISO,Abbreviation for: Manufacturing Inspection Satellite Office.
DiRUMVfamCUSvZDN2aMQ,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DiRUMVfamCUSvZDN2aMQ,2025-08-31T22:59:12.641550Z,2025-08-31T22:59:12.641550Z,Stateroom,"1. A superior cabin for a vessel’s officer. 2. In American usage, also a private passenger cabin in a vessel."
DjcReBEJguD6ZbcCKNQC,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DjcReBEJguD6ZbcCKNQC,2025-08-31T21:34:47.821847Z,2025-08-31T21:34:47.821847Z,Jacobs Ladder,A rope ladder suspended from the side of a vessel and used for boarding.
Dk3MOB7YuJ0pdQSnwrub,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/Dk3MOB7YuJ0pdQSnwrub,2025-08-31T23:00:46.135727Z,2025-08-31T23:00:46.135727Z,TFAC,Refers to: To Facility.
DlkPnZuWHBBKV0Ykaubd,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DlkPnZuWHBBKV0Ykaubd,2025-08-31T21:24:41.230192Z,2025-08-31T21:24:41.230192Z,Deadlight,A strong shutter fitted over a porthole or other opening that can be closed in bad weather.
DmKc2j3owOxedNZVX95z,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DmKc2j3owOxedNZVX95z,2025-08-31T21:23:46.420035Z,2025-08-31T21:23:46.420035Z,Curve Fitting,"The creation of a curved line, often based on a non-linear regression model, that best represents a set of data points."
DmYl6NlCb052nQ9SK9sL,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DmYl6NlCb052nQ9SK9sL,2025-08-31T22:41:40.770391Z,2025-08-31T22:41:40.770391Z,Shanghaied,Condition of a crewman involuntarily impressed into service on a ship.
DmaSYZulmoQikErMUNRf,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DmaSYZulmoQikErMUNRf,2025-08-31T21:40:22.405849Z,2025-08-31T21:40:22.405849Z,PAPI,Abbreviation for: Precision Approach Path Indicator.
DmdViu6c8kFQsHndU9Ci,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DmdViu6c8kFQsHndU9Ci,2025-08-31T22:40:16.030115Z,2025-08-31T22:40:16.030115Z,Risk Analysis,"The identification of possible risks, assessment of their likelihood and impact, and creation of methods to avoid or reduce them."
DmspjQKV1CxyvUJ7nRlv,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DmspjQKV1CxyvUJ7nRlv,2025-08-31T22:41:50.519622Z,2025-08-31T22:41:50.519622Z,Shipping Container,"Standard-sized rectangular box used to transport freight by ship, rail, and highway. International shipping containers are 20 or 40 feet long, conform to International Standards Organisation (ISO) standards, and are designed to fit in ships’ holds. Containers may also be ‘high cube’ capacity."
Dnvp5oC4lvHdHiUHyc15,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/Dnvp5oC4lvHdHiUHyc15,2025-08-31T21:36:40.647746Z,2025-08-31T21:36:40.647746Z,LOCAL TOUCH,"The intangible service elements that suppliers often provide during the performance of their work, but that are seldom recognized or incorporated in the written contract documents."
DnwJ8qSd0iiNsmUu3ieE,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DnwJ8qSd0iiNsmUu3ieE,2025-08-31T21:32:15.458433Z,2025-08-31T21:32:15.458433Z,Hardtack,"A hard and long-lasting dry biscuit, used as food on long journeys. Also called ship’s biscuit."
DoVG2V8zi3vPJOifrzOl,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DoVG2V8zi3vPJOifrzOl,2025-08-31T21:17:37.389466Z,2025-08-31T21:17:37.389466Z,Auto-create,"Software system functions that automatically generate purchase or production orders based on system suggestions, instead of requiring manual review and creation by a planner or buyer. Many systems contain time fences that only allow auto-creation beyond a specified future date."
DpOkaHy6QItCGQqXjWI9,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DpOkaHy6QItCGQqXjWI9,2025-08-31T21:42:33.373301Z,2025-08-31T21:42:33.373301Z,PENALTY CLAUSE,The part of the contract which will stipulate what will happen if a supplier does not meet its obligations.
Dpj7OjzvoseHJK6IvQQ4,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/Dpj7OjzvoseHJK6IvQQ4,2025-08-31T23:01:10.709348Z,2025-08-31T23:01:10.709348Z,Topman,A crewmember stationed in a top.
Dqa4jhuYlmECxlRQoIGS,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/Dqa4jhuYlmECxlRQoIGS,2025-08-31T21:27:42.910041Z,2025-08-31T21:27:42.910041Z,DVD,Abbreviation for: Digital Video Disk.
DrLPEORIniLQAel1qxxj,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DrLPEORIniLQAel1qxxj,2025-08-31T21:40:55.757654Z,2025-08-31T21:40:55.757654Z,Picking,"The process of withdrawing from stock the finished products to be shipped to a customer, or the components for making the products."
DruHmuoGC32XhgTGBzay,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DruHmuoGC32XhgTGBzay,2025-08-31T21:28:08.308276Z,2025-08-31T21:28:08.308276Z,EDI (Batch),Abbreviation for: Electronic Data Interchange; a standard format for exchanging business data. The standard is ANSI X12.
DsskWZgiLMs5rO4t6MR1,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DsskWZgiLMs5rO4t6MR1,2025-08-31T21:29:03.000328Z,2025-08-31T21:29:03.000328Z,External Customer,The ultimate marketplace purchaser/user of an organisation’s outputs.
DtQ0U5BEaA36TiT9r3QP,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DtQ0U5BEaA36TiT9r3QP,2025-08-31T21:21:30.134970Z,2025-08-31T21:21:30.134970Z,Classification 20/80,Method of product classification used in inventory management based on the definition of two classes. The first group includes 20% of the items representing about 80% of the inventory value. The most refined methods of inventory management will be used for this class.
DtdoRimFtpKqxXX4AMxh,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DtdoRimFtpKqxXX4AMxh,2025-08-31T22:59:42.158772Z,2025-08-31T22:59:42.158772Z,Substitution Variance,"A cost variance created by using an alternative component or material on a production order that has a higher or lower cost than the standard component. Substitution variances should be separated from usage variances, which track over or under quantity usage of standard material."
DtyyrsFW2LTUpS96tCPU,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DtyyrsFW2LTUpS96tCPU,2025-08-31T21:16:09.887531Z,2025-08-31T21:16:09.887531Z,American National Standards Institute (ANSI),"A non-profit organisation chartered to develop, maintain, and promulgate voluntary U.S. national standards in a number of areas, especially with regards to setting EDI standards. ANSI is the U.S. representative to the International Standards Organisation (ISO)."
Du5iJuBHMVDSQR4dH83J,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/Du5iJuBHMVDSQR4dH83J,2025-08-31T21:41:14.192187Z,2025-08-31T21:41:14.192187Z,Point-to-Point,"A communications or network system in which two connected entities pass data to each other, and the data travels in both directions."
DuBAleA1BHDZSEtTToWK,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DuBAleA1BHDZSEtTToWK,2025-08-31T22:58:55.148653Z,2025-08-31T22:58:55.148653Z,Split Shipment,A partial shipment where the remainder of the order is on backorder and the warehouse cannot fulfil the entire request.
DugpOxhNZ0UUrRdxQqVH,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DugpOxhNZ0UUrRdxQqVH,2025-08-31T21:19:25.253083Z,2025-08-31T21:19:25.253083Z,BPMN,Abbreviation for: Business Process Modeling Notation.
DvFuW8tiNBw9TOCQkQzW,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DvFuW8tiNBw9TOCQkQzW,2025-08-31T21:34:45.061765Z,2025-08-31T21:34:45.061765Z,ISIC,Abbreviation for: International Standard Industrial Classification.
Dwk84k9kiTGY8xv2yaYm,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/Dwk84k9kiTGY8xv2yaYm,2025-08-31T21:31:23.553653Z,2025-08-31T21:31:23.553653Z,GEAR,"Abbreviation for: Growth, Employment and Redistribution."
DwtrDzaGGhok0jUe1CCS,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DwtrDzaGGhok0jUe1CCS,2025-08-31T21:19:16.070461Z,2025-08-31T21:19:16.070461Z,Bookings,"The total value of all received orders (but not necessarily shipped), net of all discounts, coupons, allowances, and rebates."
DwzvJZGEi05xOk7lMp7f,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DwzvJZGEi05xOk7lMp7f,2025-08-31T21:14:34.399029Z,2025-08-31T21:14:34.399029Z,Abandonment,"1. The decision of a carrier to give up or to discontinue service over a route. Railroads must seek ICC permission to abandon routes.
2. As in the phrase “call abandonment.” This refers to people who, being placed on hold during an incoming call, elect to hang up (“abandon”) the call. Call centres monitor closely the “abandonment rate” as a measure of their inefficiency."
Dx9DNiM7NMjC32nKJUgt,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/Dx9DNiM7NMjC32nKJUgt,2025-08-31T21:38:28.201590Z,2025-08-31T21:38:28.201590Z,Nay,“No”; the opposite of “aye.”
DxSHTDjUBy7CLsVHQi4s,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DxSHTDjUBy7CLsVHQi4s,2025-08-31T21:16:55.358873Z,2025-08-31T21:16:55.358873Z,AOQ,Abbreviation for Average Outgoing Quality.
DxTjQpKtm0f9EP10JbeS,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DxTjQpKtm0f9EP10JbeS,2025-08-31T21:14:28.341131Z,2025-08-31T21:14:28.341131Z,AADTT,Annual Average Daily Truck Traffic
Dxdcu2n2CljibjtRjbZX,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/Dxdcu2n2CljibjtRjbZX,2025-08-31T23:00:44.391981Z,2025-08-31T23:00:44.391981Z,Terms of Sale,"The point at which sellers have fulfilled their obligations so the goods in a legal sense could be said to have been delivered to the buyer. They are shorthand expressions that set out the rights and obligations of each party when it comes to transporting the goods. Following, are the thirteen terms of sale in international trade as Terms of Sale reflected in the recent amendment to the International chamber of Commerce Terms of Trade (INCOTERMS). •EXW (Ex Works) (Named Place): A Term of Sale which means that the seller fulfils the obligation to deliver when he or she has made the goods available at his/her premises (i.e., works, factory, warehouse, etc.) to the buyer. In particular, the seller is not responsible for loading the goods in the vehicle provided by the buyer or for clearing the goods for export, unless otherwise agreed. The buyer bears all costs and risks involved in taking the goods from the seller’s premises to the desired destination. This term thus represents the minimum obligation for the seller. •FCA (Free Carrier) (Named Place): A Term of Sale which means the seller fulfils their obligation when he or she has handed over the goods, cleared for export, into the charge of the carrier named by the buyer at the named place or point. If no precise point is indicated by the buyer, the seller may choose, within the place or range stipulated, where the carrier should take the goods into their charge. •FAS (Free Alongside Ship) (Named Port of Shipment): A Term of Sale which means the seller fulfils his obligation to deliver when the goods have been placed alongside the vessel on the quay or in lighters at the named port of shipment. This means that the buyer has to bear all costs and risks of loss of or damage to the goods from that moment. •FOB (Free On Board) (Named Port of Shipment): An International Term of Sale that means the seller fulfils his or her obligation to deliver when the goods have passed over the ship’s rail at the named port of shipment. This means that the buyer has to bear all costs and risks to loss of or damage to the goods from that point. The FOB term requires the seller to clear the goods for export. (Note: The U.S. Government sometimes uses a made-up term “FOB Destination” to require the seller to take responsibility for delivering the goods at destination rather than the correct Incoterm of DDP.) •CFR (Cost and Freight) (Named Port of Destination): A Term of Sale where the seller pays the costs and freight necessary to bring the goods to the named port of destination, but the risk of loss of or damage to the goods, as (continued) well as any additional costs due to events occurring after the time the goods have been delivered on board the vessel, is transferred from the seller to the buyer when the goods pass the ship’s rail in the port of shipment. The CFR term requires the seller to clear the goods for export. •CIF (Cost, Insurance and Freight (Named Place of Destination): A Term of Sale where the seller has the same obligations as under the CFR, but also has to procure marine insurance against the buyer’s risk of loss or damage to the goods during the carriage. The seller contracts for insurance and pays the insurance premium. The CIF term requires the seller to clear the goods for export. •CPT (Carriage Paid To) (Named Place of Destination): A Term of Sale which means the seller pays the freight for the carriage of the goods to the named destination. The risk of loss of or damage to the goods, as well as any additional costs due to events occurring after the time the goods have been delivered to the carrier, is transferred from the seller to the buyer when the goods have been delivered into the custody of the carrier. If subsequent carriers are used for the carriage to the agreed upon destination, the risk passes when the goods have been delivered to the first carrier.The CPT term requires the seller to clear the goods for export. •CIP (Carriage and Insurance Paid To) (Named Place of Destination): A Term of Sale which means the seller has the same obligations as under CPT, but with the addition that the seller has to procure cargo insurance against the buyer’s risk of loss of or damage to the goods during the carriage. The seller contracts for insurance and pays the insurance premium. The buyer should note that under the CIP term the seller is required to obtain insurance only on minimum coverage. The CIP term requires the seller to clear the goods for export. •DAF (Delivered At Frontier) (Named Place): A Term of Sale which means the sellers fulfil their obligation to deliver when the goods have been made available, cleared for export, at the named point, and placed at the frontier, but before the customs border of the adjoining country. •DDU (Delivered Duty Unpaid) (Named Port of Destination): A Term of Sale where the seller fulfils his obligation to deliver when the goods have been made available at the named place in the country of importation. The seller has to bear the costs and risks involved in bringing the goods thereto (excluding duties, taxes, and other official charges payable upon importation) as well as the costs and risks of carrying out customs formalities. The buyer has to pay any additional costs and to bear any risks caused by failure to clear the goods in time. •DDP (Delivered Duty Paid) (Named Port of Destination): “Delivered Duty Paid” means that the seller fulfils his obligation to deliver when the goods have been made available at the named place in the country of importation. The seller has to bear the risks and costs, including duties, taxes, and other charges of delivering the goods thereto, clear for importation. While the EXW term represents the minimum obligation for the seller, DDP represents the maximum. •DES (Delivered Ex Ship) (Named Port of Destination): A Term of Sale where the seller fulfils his/her obligation to deliver when the goods have been made available to the buyer on board the ship, uncleared for import at the named port of destination. The seller has to bear all the costs and risks involved in bringing the goods to the named port destination. •DEQ (Delivered Ex Quay, [Duty Paid]) (Named Port of Destination): A Term of Sale which means the DDU term has been fulfilled when the goods have been available to the buyer on the quay (wharf) at the named port of destination, cleared for importation. The seller has to bear all risks and costs including duties, taxes, and other charges of delivering the goods thereto."
Dy8IXHmWEP5GV6y9zDRu,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/Dy8IXHmWEP5GV6y9zDRu,2025-08-31T21:21:56.123139Z,2025-08-31T21:21:56.123139Z,Come About,1. To tack. 2. To change tack. 3. To manoeuvre the bow of a sailing vessel across the wind so that the wind changes from one side of the vessel to the other. 4. To position a vessel with respect to the wind after tacking.
DyHm2pkx49R4SO0O7jX6,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DyHm2pkx49R4SO0O7jX6,2025-08-31T21:34:21.293942Z,2025-08-31T21:34:21.293942Z,Invitation for Bid (IFB),All documents used to solicit competitive or multi-step sealed bids. Also known as Invitation to Bid (ITB).
DyJzjcgXTfLCZJRS6qAe,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DyJzjcgXTfLCZJRS6qAe,2025-08-31T23:00:54.078092Z,2025-08-31T23:00:54.078092Z,Tier (TI),A single layer of units forming part of a unit load.
DyY1jffrkZ43LXIdyqj3,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DyY1jffrkZ43LXIdyqj3,2025-08-31T22:41:30.041188Z,2025-08-31T22:41:30.041188Z,Selective Pallet Rack,"The term selective pallet rack implies standard single-deep pallet rack configurations (and rack designs) where each pallet is immediately accessible from an aisle. In contrast to double-deep rack, drive-in or drive-thru rack, or push-back rack where some loads will be stored behind other loads."
Dz5xoN1zBFdmBExjSLDz,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/Dz5xoN1zBFdmBExjSLDz,2025-08-31T21:42:34.066447Z,2025-08-31T21:42:34.066447Z,PLANNING HORIZON,The length of time into the future planning systems generate requirements and messages. The horizon should be at least as far out as the single longest cumulative lead time for any item in the system.
DzLsAbMydlh5OzNNA5MO,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/DzLsAbMydlh5OzNNA5MO,2025-08-31T21:36:49.157084Z,2025-08-31T21:36:49.157084Z,Maintenance Scheduling,"The process used to track actual maintenance history, monitor equipment status, and schedule expected maintenance prior to the occurrence of a problem. It should be integrated with the systems used to plan future resource availability and indicate projected downtime."
E03V8MT8zvz3Rz9gcL1e,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/E03V8MT8zvz3Rz9gcL1e,2025-08-31T23:38:50.074636Z,2025-08-31T23:38:50.074636Z,Value Added,"A process or operation that increases the worth of a good or service as perceived by the internal or external customer, as opposed to an operation that may simply incur costs due to the performance of an activity. For example, in processing metal coils, stamping the part out of the coil into the form required by the customer adds value; moving the coil from the warehouse to where it is processed does not."
E19BaupYk7l0X4OKAgtY,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/E19BaupYk7l0X4OKAgtY,2025-08-31T21:19:02.970019Z,2025-08-31T21:19:02.970019Z,Block Schedule,"A schedule based on blocks or periods of time rather than quantities. Sometimes required when the process dictates a fixed drying or curing time, or a contracted vendor turnaround time."
E1RTCnUvZOzd06So8XcH,projects/scmpedia-dbbdf/databases/(default)/documents/definitions/E1RTCnUvZOzd06So8XcH,2025-08-31T21:33:24.703784Z,2025-08-31T21:33:24.703784Z,In-bond Shipment,A shipment status in which goods are permitted to enter a country and temporarily stored for transport to a final destination where the duty will be paid.
